UID,교회명,국가/지역,주소,담임,전도인수,사진URL
237,"가평교회","대한민국","477-801 경기도 가평군 가평읍 가화로 192(읍내리 734번지)","김주석 담임목사",1,"https://file1.jbch.org/guide/237/237_2022010414472831979_k1235i.jpg"
63,"갈릴리수양관교회","대한민국","충남 공주시 정안면 대산리 771-4 ","정태교 담임목사",1,"https://file1.jbch.org/guide/63/63_2026042915332225985_whdrnr01.png"
71,"강릉교회","대한민국","강원도 강릉시 유산로 25번길 84(문암정마을)","김인호 담임목사",1,"https://file1.jbch.org/guide/71/71_2026042915354841346_whdrnr01.jpg"
151,"강진교회","대한민국","527-802 전라남도 강진군 강진읍 목리길 83 (목리 311-11번지)","황용선 담임목사",1,"https://file1.jbch.org/guide/151/151_2022110722525354181_rhcrka.jpg"
289,"강화교회","대한민국","인천광역시 강화군 강화읍 강화대로215번길 17-8 ","곽상근 담임목사",1,"https://file1.jbch.org/guide/289/289_2026042915422544466_whdrnr01.png"
43,"거제교회","대한민국","경남 거제시 사등면 지석2길33","이재우 담임목사",1,"https://file1.jbch.org/guide/43/43_2025112622140898378_ghodt1004.jpeg"
484,"거창교회","대한민국","경상남도 거창군 동동5길26번지","김송영 담임목사",1,"https://file1.jbch.org/guide/484/484_2026042915450211095_whdrnr01.png"
150,"경기광주교회","대한민국","경기도 광주시 순암로 106-39 (장지동 424-19)","박정빈 담임목사",2,"https://file1.jbch.org/guide/150/150_2022112813521559589_thefaith79.jpg"
478,"경기하남교회","대한민국","12937 경기도 하남시 하남대로934번길 16-1","김완주 담임목사",1,"https://file1.jbch.org/guide/478/478_2025052709192938268_chk792.jpg"
990,"경남고성교회","대한민국","경상남도 고성군 고성읍 중앙로 132","최원재 담임목사",1,"https://file1.jbch.org/guide/990/990_2023042902192181285_jungok.jpg"
699,"경산교회","대한민국","경상북도 경산시 원효로22길 14 (계양동 672-3)","박동호 담임목사",1,"https://file1.jbch.org/guide/699/699_2025121114185790357_dh8242.png"
45,"경주교회","대한민국","경상북도 경주시 유림로13번길 158-8 (용강동)","최훈일 담임목사",1,"https://file1.jbch.org/guide/45/45_2023032714153055672_cm9179.jpg"
212,"경주안강교회","대한민국","경상북도 경주시 안강읍 구부랑두림길 126-3","허형구 담임목사",1,"https://file1.jbch.org/guide/212/212_2024093008155720873_kimjinbae.jpg"
236,"계룡교회","대한민국","도로명주소 : 충남 계룡시 엄사면 번영8길 7-1 / 지번 :충남 계룡시 엄사면 엄사리 339-1","박정수 담임목사",1,"https://file1.jbch.org/guide/236/236_2026042915530064896_whdrnr01.png"
305,"고금교회","대한민국","전남 완도군 고금면 고금남로 15 (구 : 도남리 104)","송민석 담임목사",1,"https://file1.jbch.org/guide/305/305_2026042915563463724_whdrnr01.jpg"
975,"고성교회","대한민국","강원도 고성군 간성읍 보매기길 23-13","김남일 담임목사",1,"https://file1.jbch.org/guide/975/975_2024012409260846840_iym050124.jpg"
304,"고양교회","대한민국","경기도 고양시 덕양구 동헌로91-1(관산동)","박민호 담임목사",2,"https://file1.jbch.org/guide/304/304_2020123116564370472_jds754.jpg"
16,"고창교회","대한민국","56439 전북 고창군 고창읍 보릿골로 23 (덕산리 231)","노철환 담임목사",2,"https://file1.jbch.org/guide/16/16_2021012808492360933_gangga.jpg"
29,"고흥교회","대한민국","전남 고흥군 고흥읍 봉동주공길 40-5","류한길 담임목사",1,"https://file1.jbch.org/guide/29/29_2026042915584574031_whdrnr01.png"
23,"곡성교회","대한민국","57539 전남 곡성군 곡성읍 죽동 1길 20","고봉수 담임목사",1,"https://file1.jbch.org/guide/23/23_2018112905223115041_creature.jpg"
70,"공주교회","대한민국","충청남도 공주시 무령로 145 (교동 233-8번지)","민기학 담임목사",1,"https://file1.jbch.org/guide/70/70_2024041123275357309_maikway747.png"
322,"광명교회","대한민국","경기도 광명시 철산동 625-2번지 힐타운빌딩 4, 5층","박호경 담임목사",2,"https://file1.jbch.org/guide/322/322_2026042916144798591_whdrnr01.png"
36,"광양교회","대한민국","545-080 전남 광양시 금영로 93-24(광영동)","이성운 담임목사",2,"https://file1.jbch.org/guide/36/36_2026042916111298186_whdrnr01.jpg"
427,"광양서부교회","대한민국","광양시 광양읍 와룡3길 13-6 ","최재수 담임목사",1,"https://file1.jbch.org/guide/427/427_2023032722105070185_cofkdcofld.jpg"
17,"광주교회","대한민국","광주광역시 북구 설죽로355번길32-10 (매곡동, 광주교회)","이상민 담임목사",34,"https://file1.jbch.org/guide/17/17_2026022617161700968_mem452.jpg"
233,"광주남부교회","대한민국","우) 61742  광주광역시 남구 효덕로 295 (진월동 867-15)","김형갑 담임목사",3,"https://file1.jbch.org/guide/233/233_2024042421403981531_sunny0238.jpg"
428,"광주동부교회","대한민국","광주광역시 동구 남문로 693번길 19","최호일 담임목사",2,"https://file1.jbch.org/guide/428/428_2023021810254958597_ccw13541.jpg"
1128,"광주무등교회","대한민국","광주광역시 동구 무등로 412","김성길 담임목사",1,"https://file1.jbch.org/guide/1128/1128_2026022617374452794_whdrnr01.png"
264,"광주봉선교회","대한민국","광주광역시 남구 대남대로181번길 30(봉선동)","배현기 담임목사",5,"https://file1.jbch.org/guide/264/264_2021072120480945552_siva20.jpg"
248,"광주서부교회","대한민국","광주광역시 서구 금호운천길 55","이정국 담임목사",3,"https://file1.jbch.org/guide/248/248_2026051102072463596_levelupnew.jpg"
152,"광주송정교회","대한민국","광주광역시 광산구 사암로 131번길 19 (우산동 1476-1)","임승환 담임목사",3,"https://file1.jbch.org/guide/152/152_2018122022094714814_andao.jpg"
293,"광주수완교회","대한민국","광주광역시 광산구 왕버들로 167-1 (수완동)","임재춘 담임목사",5,"https://file1.jbch.org/guide/293/293_2026042916183686295_whdrnr01.jpg"
623,"광주중부교회","대한민국","광주 남구 회재로 1223번길 15 (광주 남구 주월동 979-1,2번지)","박형열 담임목사",1,"https://file1.jbch.org/guide/623/623_2018012115133470764_mimi.jpg"
622,"광주화정교회","대한민국","광주시 남구 군분로 131 (광주 남구 월산동 958-5)","김진서 담임목사",1,"https://file1.jbch.org/guide/622/622_2026042916240062844_whdrnr01.png"
142,"구례교회","대한민국","전남 구례군 구례읍 양정2길 29","현석권 담임목사",1,"https://file1.jbch.org/guide/142/142_2017080611580957932_ckskya725.jpg"
93,"구리교회","대한민국","경기도 구리시 경춘로276번길 11-9","채대석 담임목사",4,"https://file1.jbch.org/guide/93/93_2026042916262235219_whdrnr01.jpg"
51,"구미교회","대한민국","경북 구미시 고아읍 봉한1안길 10","김대중 담임목사",2,"https://file1.jbch.org/guide/51/51_2022012617482097675_min7936.jpg"
448,"구미남부교회","대한민국","39844 경북 칠곡군 석적읍 남율로2길 113 (남율리 1455)","송경원 담임목사",1,"https://file1.jbch.org/guide/448/448_2026042916343903420_whdrnr01.png"
15,"군산교회","대한민국","전북 군산시 사정동 528-1번지","이상연 담임목사",3,"https://file1.jbch.org/guide/15/15_2026042916433071794_whdrnr01.png"
64,"금산교회","대한민국","충남 금산군 금산읍 구름고개길 17","조국현 담임목사",1,"https://file1.jbch.org/guide/64/64_2026022019423101661_kjw63.jpg"
14,"김제교회","대한민국","전북 김제시 서암2길46","김웅 담임목사",1,"https://file1.jbch.org/guide/14/14_2019021415080399686_bjs9985.jpg"
219,"김천교회","대한민국","김천시 체육공원길 97-10 김천교회 ","오근진 담임목사",1,"https://file1.jbch.org/guide/219/219_2026030511365710338_racerokj.jpg"
115,"김포교회","대한민국","(우)22646 인천 서구 고산후로197번길 5","홍정삼 담임목사",4,"https://file1.jbch.org/guide/115/115_2018040513322180391_hjmcad.jpg"
598,"김포한강교회","대한민국","경기도 김포시 김포 한강8로 378, 웅신프라자 10층","오경연 담임목사",1,"https://file1.jbch.org/guide/598/598_2024112211214968984_lovetojy.jpg"
42,"김해교회","대한민국","경남 김해시 칠산로 387번길 24 (화목동 1052-17번지)","김현호 담임목사",2,"https://file1.jbch.org/guide/42/42_2022082916061010670_khmedia.jpg"
38,"나주교회","대한민국","전남 나주시 전력로 140","변종민 담임목사",1,"https://file1.jbch.org/guide/38/38_2023042715493326596_withoutU.jpg"
456,"남대전교회","대한민국","대전 중구 대종로 121번길 15 (옥계동)","조경수 담임목사",1,"https://file1.jbch.org/guide/456/456_2023122022205491938_yunsok.jpg"
224,"남양주동부교회","대한민국","경기도 남양주시 화도읍 경춘로2247번길 16-19","장권익 담임목사",2,""
683,"남양주별내교회","대한민국","경기도 남양주시 별내중앙로 26, 801호 (별내진영타워 8층)","김태식 담임목사",1,""
257,"남양주오남교회","대한민국","경기도 남양주시 오남읍 진건오남로550번길 9","김현진 담임목사",1,""
510,"남양주평내교회","대한민국","남양주시 경춘로 1256번길 9, 강남프라자 805호 (지번주소: 경기 남양주시 평내동 579-2)","조영팔 담임목사",1,"https://file1.jbch.org/guide/510/510_2025013020570946175_jerica.jpg"
13,"남원교회","대한민국","전북 남원시 불무터길 42 ","진세영 담임목사",1,"https://file1.jbch.org/guide/13/13_2023032720585655037_lets9044.jpg"
37,"노화교회","대한민국","전남 완도군 노화읍 노화로 823-1","박종문 담임목사",1,""
26,"녹동교회","대한민국","전라남도 고흥군 도양읍 비봉로 32","김영민 담임목사",1,""
66,"논산교회","대한민국","33001 - 충남 논산시 은진면 매죽헌로 40번길 19-9","박정웅 담임목사",1,"https://file1.jbch.org/guide/66/66_2019111917141289740_zini4.jpg"
1129,"단양교회","대한민국","충북 단양군 단양읍 삼봉로139(상진리903)","윤재휘 담임목사",1,"https://file1.jbch.org/guide/1129/1129_2026031617011533121_noel7023.jpg"
25,"담양교회","대한민국","전남 담양군 담양읍 무정로88","김용대 담임목사",1,"https://file1.jbch.org/guide/25/25_2022022611495698698_taeghoon.jpg"
425,"당진교회","대한민국","충남 당진시 백암 1길 24 (채운동)","김종훈 담임목사",1,"https://file1.jbch.org/guide/425/425_2022011022485149203_leesh0356.jpg"
52,"대구교회","대한민국","대구광역시 동구 반야월북로27길 34(각산동)","송연식 담임목사",4,"https://file1.jbch.org/guide/52/52_2018012020413598969_sky812.jpg"
198,"대구강북교회","대한민국","702-250 대구광역시 북구 동천동 911-6번지 백산빌딩 4층","박진완 담임목사",1,"https://file1.jbch.org/guide/198/198_2019062122070118829_junmo93.jpg"
136,"대구달서교회","대한민국","대구광역시 달서구 새방로 7길 55 (용산2동 508-1)  대구달서교회","곽주철 담임목사",2,"https://file1.jbch.org/guide/136/136_2024012222562055474_chan.jpg"
213,"대구중부교회","대한민국","대구광역시 중구 종로 74 (대안동 79번지)","소형태 담임목사",2,"https://file1.jbch.org/guide/213/213_2020020215295205640_zma6622.png"
62,"대전교회","대한민국","대전광역시 서구 월드컵대로484번길 82-11 (월평동 106-1)","최호영 담임목사",11,"https://file1.jbch.org/guide/62/62_2022051514573917689_neolee.jpeg"
659,"대전동부교회","대한민국","대전광역시 동구 한밭대로 1297번길 15","이종진 담임목사",1,"https://file1.jbch.org/guide/659/659_2026040814052594544_ehddjs1004.jpg"
466,"대전북부교회","대한민국","대전광역시 대덕구 대덕대로1470번길 27 (목상동, 상록수아파트) 상가 A동 301,302,303호","김승한 담임목사",1,""
69,"대천교회","대한민국","충남 보령시 맷독1길 34(명천동)","강현우 담임목사",1,"https://file1.jbch.org/guide/69/69_2024030210035036199_kimdoman-7.jpg"
776,"동탄교회","대한민국","경기도 오산시 외삼미로 84(외삼미동)","안상태 담임목사",4,"https://file1.jbch.org/guide/776/776_2021040811224075298_rachel0528.jpg"
76,"동해교회","대한민국","강원특별자치도 동해시 전천로 175-48","정현 담임목사",1,"https://file1.jbch.org/guide/76/76_2024112418204952111_rjemq.jpg"
164,"마산교회","대한민국","경상남도 창원시 마산 회원구 양덕옛1길 29","이현철 담임목사",1,"https://file1.jbch.org/guide/164/164_2020050614091322941_april16.jpg"
35,"목포교회","대한민국","전라남도 목포시 백년대로 198","소관섭 담임목사",9,""
34,"무안교회","대한민국","전남 무안군 무안읍 성남1길 46","안종팔 담임목사",1,"https://file1.jbch.org/guide/34/34_2017081615441929250_kumhi.jpg"
272,"무주교회","대한민국","55515 전북 무주군 무주읍 당산길 29-55 대한예수교침례회 무주교회 (구) 무주읍 당산리526번지","유상석 담임목사",1,"https://file1.jbch.org/guide/272/272_2018050320015755691_pjsoo.jpg"
435,"문경교회","대한민국","문경시 모전동 920-5 매봉6길 14","김동석 담임목사",1,"https://file1.jbch.org/guide/435/435_2024062411022762160_backds95.png"
288,"밀양교회","대한민국","경남 밀양시 시청서2길 1 (내이동)         ( 구. 밀양시 내이동 1525-6 )","정황 담임목사",1,""
18,"벌교교회","대한민국","전남 보성군 벌교읍 벌교반룡길 7","이길호 담임목사",1,"https://file1.jbch.org/guide/18/18_2023111723272547179_lkh0191.png"
297,"보성교회","대한민국","전남 보성군 보성읍 송재로 39 (원봉리 20-1) ","이경호 담임목사",1,"https://file1.jbch.org/guide/297/297_2021071711290015451_qazw199.png"
728,"보은교회","대한민국","충청북도 보은군 보은읍 삼산제방로 41-8","문태선 담임목사",1,"https://file1.jbch.org/guide/728/728_2025021714515359857_sdshsdsh.jpg"
56,"부산교회","대한민국","616-814 부산 광역시 북구 만덕대로 155번길 87(덕천동) 부산교회","조용중 담임목사",3,"https://file1.jbch.org/guide/56/56_2017120515381717027_kyj0115.jpeg"
779,"부산강서교회","대한민국","부산광역시 강서구 명지국제2로 27 대산골든스퀘어, 10층 (1011 ~ 1014호)","이창 담임목사",1,"https://file1.jbch.org/guide/779/779_2024050916513295882_window337.png"
698,"부산기장교회","대한민국","부산광역시 기장군 기장읍 차성로 365번길6","최태환 담임목사",1,"https://file1.jbch.org/guide/698/698_2024123020554592622_gytjd2564.jpg"
467,"부산남부교회","대한민국","608-807 부산광역시 남구 못골번영로 60번길 1","정경수 담임목사",1,""
54,"부산서부교회","대한민국","604-042 부산시 사하구 장평로 111-6 (장림2동 599-38)","김정호 담임목사",2,"https://file1.jbch.org/guide/54/54_2025010610015581877_won6018.jpg"
317,"부산중부교회","대한민국","부산광역시 동구 중앙대로 248 (초량동 1191-7)","최영운 담임목사",1,"https://file1.jbch.org/guide/317/317_2023011916382183467_sungmu48.png"
12,"부안교회","대한민국","전북 부안군 부안읍 매창1길 39","박성진 담임목사",2,""
68,"부여교회","대한민국","충남 부여군 부여읍 성왕로273번길 21-4","장길동 담임목사",2,""
92,"부천교회","대한민국","경기도 부천시 오정구 까치로74번길 119  (작동)","황종순 담임목사",5,"https://file1.jbch.org/guide/92/92_2025083000022806952_yoonhoo.jpg"
432,"북수원교회","대한민국","수원시 장안구 수일로 117번길 10-9","차인환 담임목사",2,""
1122,"산청교회","대한민국","경상남도 산청군 산청읍 꽃봉산로79번길 31-3, 산청교회빌딩 2~5층","김상규 담임목사",1,"https://file1.jbch.org/guide/1122/1122_2025041018431518271_kuwonja.jpg"
431,"삼척교회","대한민국","강원도 삼척시 당저길 47-41(당저동 108-7) 대한예수교침례회삼척교회","정종현 담임목사",1,"https://file1.jbch.org/guide/431/431_2021011517200150534_kimyongsik.jpg"
270,"삼천포교회","대한민국","경남 사천시 삼천포대교로 622-10 (삼천포도서관 옆)","이경수 담임목사",1,"https://file1.jbch.org/guide/270/270_2023082911412683326_x1game.jpg"
450,"삼호교회","대한민국","전남 영암군 삼호읍 삼호중앙로 66","박호주 담임목사",1,"https://file1.jbch.org/guide/450/450_2023010718063274386_park9191.jpg"
50,"상주교회","대한민국","경북 상주시 지천동 311-1","이준석 담임목사",1,"https://file1.jbch.org/guide/50/50_2020110509072275232_ligereagle.jpg"
134,"서귀포교회","대한민국","제주특별자치도 서귀포시 신서귀로51번길 15","정기준 담임목사",1,"https://file1.jbch.org/guide/134/134_2017072012531615648_dkstmdgp38.jpg"
67,"서산교회","대한민국"," (우) 31935 충남 서산시 음암면 서령로 526 (율목리 694-3)","김종호 담임목사",2,"https://file1.jbch.org/guide/67/67_2017061309505309742_alstuddhdi.jpg"
246,"서수원교회","대한민국","우)18290 경기도 화성시 매송면 매송고색로503번길 219-18(구:천천리 35-10)","이종혁 담임목사",2,"https://file1.jbch.org/guide/246/246_2023021113295365501_naviyoun.jpg"
465,"서안산교회","대한민국","경기도 안산시 단원구 초지동 685","김주용 담임목사",1,"https://file1.jbch.org/guide/465/465_2019080410475553200_cygnus410.jpg"
220,"서울강북교회","대한민국","서울시 성북구 오패산로10길30 영광프라자 5층","신창훈 담임목사",2,"https://file1.jbch.org/guide/220/220_2022051516222339900_alsdud7329.jpg"
96,"서울강서교회","대한민국","서울특별시 강서구 화곡6동 980-5(까치산로131)","김재광 담임목사",5,""
296,"서울광진교회","대한민국","서울시 광진구 군자동265번지(능동로21길10)","문승태 담임목사",1,"https://file1.jbch.org/guide/296/296_2021050712232246568_paul.jpg"
95,"서울노원교회","대한민국","서울시 노원구 중계로 14다길 79 (중계동)","김연숙 담임목사",5,"https://file1.jbch.org/guide/95/95_2026050310041352675_sdbjw1559.png"
649,"서울도봉교회","대한민국","서울 도봉구 도봉로 553","유충기 담임목사",1,"https://file1.jbch.org/guide/649/649_2025122216514213143_kangqwpo.jpg"
221,"서울동대문교회","대한민국","서울특별시 동대문구 천호대로 295 우창프라자 4층","김승배 담임목사",2,"https://file1.jbch.org/guide/221/221_2022032709403504321_vnfahsflsk.jpg"
78,"서울동부교회","대한민국","경기도 하남시 초이로99번길 33 (초이동)  ","이준민 담임목사",2,"https://file1.jbch.org/guide/78/78_2017092415304095472_kmra1004.jpg"
94,"서울서부교회","대한민국","서울특별시 서대문구 연희로10길 79-12","김현태 담임목사",4,"https://file1.jbch.org/guide/94/94_2017081714205616199_yukoo.jpg"
455,"서울송파교회","대한민국","서울특별시 송파구 마천동 181번지 아울렛코리아라이프 상가 2~3층 서울송파교회(송파구 마천로 315)","이무열 담임목사",2,""
200,"서울양천교회","대한민국","서울특별시 양천구 신정로7길 60-5 (신정동)  5층","김호찬 담임목사",4,"https://file1.jbch.org/guide/200/200_2022061910324113840_toffalex.jpg"
1123,"서울영등포교회","대한민국","서울특별시 구로구 구로중앙로31길 34 (2층, 3층)","김현동 담임목사",1,"https://file1.jbch.org/guide/1123/1123_2025071409494924856_jjs0691.png"
97,"서울은평교회","대한민국","경기도 고양시 덕양구 용두로 47번안길 47","고대형 담임목사",4,"https://file1.jbch.org/guide/97/97_2019021520115966844_ancjsfydghk.jpg"
544,"서울잠실교회","대한민국","서울 송파구 풍성로 52, 상가동 지하1층 (풍납동, 대아아파트)","신연옥 담임목사",2,""
433,"서울종로교회","대한민국","02831 서울특별시 성북구 성북로4길 52 한진스포츠센타 2층 (돈암동 609-1)","김한연 담임목사",2,"https://file1.jbch.org/guide/433/433_2024060211593331941_sugarking.png"
191,"서울중랑교회","대한민국","서울시 중랑구 봉화산로 194 신아타운 11,12층(신내동 666번지)","이영민 담임목사",3,""
263,"서울중부교회","대한민국","서울 성동구 왕십리로30길 15-1","정병기 담임목사",3,""
98,"서울중앙교회","대한민국","경기도 안양시 동안구 관양로305번길 37","이요한 담임목사",37,"https://file1.jbch.org/guide/98/98_2017031717343602956_christlee.jpg"
306,"서천교회","대한민국","충청남도 서천군 서천읍 서천로200번길 13    (지번)충청남도 서천군 서천읍 사곡리 206-10   (우)33635","이상경 담임목사",1,""
987,"서충주교회","대한민국","충주시 주덕읍 화개4길 109 (화곡리 1278)","신근 담임목사",1,"https://file1.jbch.org/guide/987/987_2025021116060839638_sk1005.jpg"
91,"성남교회","대한민국","13204 경기도 성남시 중원구 순환로214번길 20-14 (상대원1동 53번지)","김도현 담임목사",3,""
641,"세종교회","대한민국","세종특별자치시 안기강산길 20","강성구 담임목사",2,"https://file1.jbch.org/guide/641/641_2025011219320391497_shan79kc.jpg"
75,"속초교회","대한민국","강원도 속초시 청대로 232번길 6","김정철 담임목사",1,"https://file1.jbch.org/guide/75/75_2024020709594185112_whddy12.jpeg"
90,"수원교회","대한민국","경기도 용인시 기흥구 석현로 10 (영덕동 1055)","홍정현 담임목사",15,""
7,"순창교회","대한민국","전북 순창군 순창읍 성현길 42","최광현 담임목사",1,"https://file1.jbch.org/guide/7/7_2023052319055982876_univ2027.jpg"
33,"순천교회","대한민국","전남 순천시 가곡 1길 14(구, 968-2)","신명호 담임목사",5,""
83,"시흥교회","대한민국","429-844 경기도 시흥시 장현동 547-6 해솔프라자 5,6,7층","김명진 담임목사",2,""
225,"시흥서부교회","대한민국","경기도 시흥시 군서로 10번길 2 (정왕동 1197-7번지)","신만호 담임목사",1,""
795,"신안교회","대한민국","전라남도 신안군 팔금면 장목길 17-24 (지번: 원산리 635) ","강승권 담임목사",1,"https://file1.jbch.org/guide/795/795_2021062023485439549_mi1115.png"
228,"아산교회","대한민국","충남 아산시 삼동로23  (온천동307-8번지)  ","김종천 담임목사",1,"https://file1.jbch.org/guide/228/228_2025062416163194124_SEYOUNG89.jpg"
49,"안동교회","대한민국","경상북도 안동시 예일길 47 (정하동 394)","김상진 담임목사",1,"https://file1.jbch.org/guide/49/49_2020081417313678875_kws202.jpg"
89,"안산교회","대한민국","경기도 안산시 상록구 항호3길 54","남궁은 담임목사",6,"https://file1.jbch.org/guide/89/89_2025121609394107051_rnjs9909.jpg"
276,"안성교회","대한민국","456-260 경기도 안성시 중앙로 134-8 (옥산동 99번지)","김재영 담임목사",1,"https://file1.jbch.org/guide/276/276_2018050615045389745_suha4506.jpg"
72,"양구교회","대한민국","강원도 양구군 양구읍 학안로447","김보유 담임목사",1,"https://file1.jbch.org/guide/72/72_2018010904564662425_simyu55.jpeg"
222,"양산교회","대한민국","경남 양산시 물금읍 범어리 2782-2(물금읍 부산대학로 152)스카이프라자4층","전현수 담임목사",2,"https://file1.jbch.org/guide/222/222_2021022611233275439_forgod1910.png"
700,"양산동부교회","대한민국","도로명주소:  경남 양산시 대운로 231, 4층,5층 종로빌딩","이제규 담임목사",1,"https://file1.jbch.org/guide/700/700_2024090120151294022_lee100021.jpeg"
